,name,date_of_emergence_min,adults_id,well_number,larviposition_id,larviposition_date,larviposition_number,weekend,abortion_stage,abortion,wet_weight,pupa_length,pupa_width,emerged,date_emerged,date_of_death,weekend_death,sex,treatment,weight_emerged,dry_weight,residual_dry_weight,mAgeDays,fat,mAgeBins,pred1,pred2
277,Control,27/07/2018,58,e10,278,31/08/2018,2,0,0,0,29.6,NA,NA,0,NA,NA,0,NA,fat analysis,29.6,10.3,8.4,35,1.9,32,32.19299992,32.40320051
278,Control,27/07/2018,66,f6,279,31/08/2018,2,0,0,0,32.3,6.14,3.28,1,01/10/2018,09/10/2018,0,m,measurment and emergence,32.3,NA,NA,35,NA,32,32.19299992,30.9487962
279,Control,27/07/2018,71,f11,280,31/08/2018,2,0,0,0,34.4,NA,NA,0,NA,NA,0,NA,fat analysis,34.4,13,7.1,35,5.9,32,32.19299992,32.66644902
292,Control,27/07/2018,3,a3,293,03/09/2018,2,1,0,0,31.7,5.95,3.34,1,01/10/2018,09/10/2018,0,f,measurment and emergence,31.7,NA,NA,38,NA,42,32.87394573,33.06839812
293,Control,27/07/2018,13,b1,294,01/09/2018,2,1,0,0,27.8,NA,NA,1,01/10/2018,09/10/2018,0,m,emergence only,27.8,NA,NA,36,NA,32,32.42800897,31.35457381
294,Control,27/07/2018,15,b3,295,03/09/2018,1,1,0,0,33.3,NA,NA,0,NA,NA,0,NA,fat analysis,33.3,11.8,7.8,38,4,42,32.87394573,32.83013671
295,Control,27/07/2018,20,b8,296,03/09/2018,2,1,0,0,28.4,NA,NA,0,NA,NA,0,NA,fat analysis,28.4,9.9,6.5,38,3.4,42,32.87394573,31.0591974
296,Control,27/07/2018,25,c1,297,02/09/2018,2,1,0,0,35.4,NA,NA,1,01/10/2018,09/10/2018,0,f,emergence only,35.4,NA,NA,37,NA,32,32.6549909,32.79441329
297,Control,27/07/2018,26,c2,298,03/09/2018,2,1,0,0,31.1,NA,NA,0,NA,NA,0,NA,fat analysis,31.1,11.1,7.5,38,3.6,42,32.87394573,31.19847997
298,Control,27/07/2018,29,c5,299,01/09/2018,2,1,0,0,31.1,NA,NA,0,NA,NA,0,NA,fat analysis,31.1,11.1,7.5,36,3.6,32,32.42800897,33.75289772
299,Control,27/07/2018,42,d6,300,01/09/2018,2,1,0,0,31,NA,NA,0,NA,NA,0,NA,fat analysis,31,10.7,7.5,36,3.2,32,32.42800897,33.01157629
300,Control,27/07/2018,57,e9,301,02/09/2018,2,1,0,0,33.2,NA,NA,0,NA,NA,0,NA,fat analysis,33.2,11.9,8.1,37,3.8,32,32.6549909,32.22888327
301,Control,27/07/2018,60,e12,302,01/09/2018,2,1,0,0,30.2,6.02,3.43,1,01/10/2018,08/10/2018,1,f,measurment and emergence,30.2,NA,NA,36,NA,32,32.42800897,32.21880757
302,Control,27/07/2018,62,f2,303,02/09/2018,2,1,0,0,30.6,5.82,3.49,1,02/10/2018,09/10/2018,0,m,measurment and emergence,30.6,NA,NA,37,NA,32,32.6549909,29.9317764
303,Control,27/07/2018,67,f7,304,03/09/2018,3,1,0,0,36.7,NA,NA,0,NA,NA,0,NA,fat analysis,36.7,13.6,8.6,38,5,42,32.87394573,34.24248214
304,Control,27/07/2018,72,f12,305,03/09/2018,2,1,0,0,38.5,NA,NA,0,NA,NA,0,NA,fat analysis,38.5,12.9,8.4,38,4.5,42,32.87394573,35.83567536
305,Control,27/07/2018,77,g5,306,03/09/2018,3,1,0,0,37,6.01,3.59,1,03/10/2018,12/10/2018,0,m,measurment and emergence,37,NA,NA,38,NA,42,32.87394573,35.62272439
306,Control,27/07/2018,80,g8,307,01/09/2018,2,1,0,0,28.8,NA,NA,1,02/10/2018,11/10/2018,0,m,emergence only,28.8,NA,NA,36,NA,32,32.42800897,31.37085349
307,Control,27/07/2018,84,g12,308,03/09/2018,2,1,0,0,29.6,NA,NA,1,03/10/2018,10/10/2018,0,m,emergence only,29.6,NA,NA,38,NA,42,32.87394573,32.04571952
308,Control,27/07/2018,90,h6,309,01/09/2018,3,1,0,0,28.5,NA,NA,0,NA,NA,0,NA,emergence only,NA,NA,NA,36,NA,32,32.42800897,29.90734334
309,Control,27/07/2018,95,h11,310,01/09/2018,1,1,0,0,28.9,NA,NA,0,NA,NA,0,NA,fat analysis,28.9,10.2,6.8,36,3.4,32,32.42800897,31.7411292
310,Control,27/07/2018,96,h12,311,01/09/2018,2,1,0,0,34.9,NA,NA,1,02/10/2018,12/10/2018,0,m,emergence only,34.9,NA,NA,36,NA,32,32.42800897,32.33928044
331,Control,27/07/2018,7,a7,332,04/09/2018,1,0,0,0,32,NA,NA,0,NA,NA,0,NA,fat analysis,32,NA,NA,39,NA,42,33.08487344,32.24930396
332,Control,27/07/2018,23,b11,333,04/09/2018,3,0,0,0,35.1,5.97,3.56,1,04/10/2018,15/10/2018,1,m,measurment and emergence,35.1,NA,NA,39,NA,42,33.08487344,34.14946876
333,Control,27/07/2018,94,h10,334,04/09/2018,2,0,0,0,32,NA,NA,0,NA,NA,0,NA,fat analysis,32,11.5,7.2,39,4.3,42,33.08487344,31.77542233
344,Control,27/07/2018,12,a12,345,05/09/2018,3,0,0,0,36,6.22,3.57,1,03/10/2018,14/10/2018,1,f,measurment and emergence,36,NA,NA,40,NA,42,33.28777404,33.86223398
345,Control,27/07/2018,21,b9,346,05/09/2018,3,0,0,0,33.9,5.84,3.53,1,05/10/2018,14/10/2018,1,m,measurment and emergence,33.9,NA,NA,40,NA,42,33.28777404,34.44618631
346,Control,27/07/2018,55,e7,347,05/09/2018,3,0,0,0,35,5.84,3.57,1,04/10/2018,14/10/2018,1,f,measurment and emergence,35,NA,NA,40,NA,42,33.28777404,34.19865731
347,Control,27/07/2018,61,f1,348,05/09/2018,3,0,0,0,33.4,NA,NA,1,08/10/2018,14/10/2018,1,m,emergence only,33.4,NA,NA,40,NA,42,33.28777404,32.51180472
348,Control,27/07/2018,69,f9,349,05/09/2018,3,0,0,0,34.7,5.84,3.65,1,04/10/2018,12/10/2018,0,f,measurment and emergence,34.7,NA,NA,40,NA,42,33.28777404,33.79451096
349,Control,27/07/2018,73,g1,350,05/09/2018,3,0,0,0,36.1,NA,NA,1,03/10/2018,14/10/2018,1,f,emergence only,36.1,NA,NA,40,NA,42,33.28777404,36.79405452
350,Control,27/07/2018,85,h1,351,05/09/2018,3,0,0,0,29.5,NA,NA,0,NA,NA,0,NA,fat analysis,29.5,10.7,6.5,40,4.2,42,33.28777404,31.86631401
363,Control,27/07/2018,6,a6,364,06/09/2018,3,0,0,0,33.2,NA,NA,1,04/10/2018,14/10/2018,1,f,emergence only,33.2,NA,NA,41,NA,42,33.48264753,32.40715522
364,Control,27/07/2018,16,b4,365,06/09/2018,3,0,0,0,38.4,NA,NA,0,NA,NA,0,NA,fat analysis,38.4,14.1,9.5,41,4.6,42,33.48264753,35.30432409
365,Control,27/07/2018,27,c3,366,06/09/2018,3,0,0,0,31.9,NA,NA,1,08/10/2018,14/10/2018,1,m,emergence only,31.9,NA,NA,41,NA,42,33.48264753,34.17881156
366,Control,27/07/2018,31,c7,367,06/09/2018,3,0,0,0,35.7,6.26,3.54,1,08/10/2018,16/10/2018,0,m,measurment and emergence,35.7,NA,NA,41,NA,42,33.48264753,35.41654353
367,Control,27/07/2018,32,c8,368,06/09/2018,3,0,0,0,38.4,NA,NA,0,NA,NA,0,NA,fat analysis,38.4,14,13.6,41,0.4,42,33.48264753,37.2757599
368,Control,27/07/2018,34,c10,369,06/09/2018,3,0,0,0,35.2,5.65,3.38,1,04/10/2018,14/10/2018,1,f,measurment and emergence,35.2,NA,NA,41,NA,42,33.48264753,34.57557215
369,Control,27/07/2018,36,c12,370,06/09/2018,3,0,0,0,35.5,5.81,3.63,1,05/10/2018,14/10/2018,1,m,measurment and emergence,35.5,NA,NA,41,NA,42,33.48264753,34.3303301
370,Control,27/07/2018,40,d4,371,06/09/2018,3,0,0,0,35.9,NA,NA,1,08/10/2018,14/10/2018,1,m,emergence only,35.9,NA,NA,41,NA,42,33.48264753,36.04876408
371,Control,27/07/2018,43,d7,372,06/09/2018,3,0,0,0,32.3,5.87,3.49,1,08/10/2018,14/10/2018,1,m,measurment and emergence,32.3,NA,NA,41,NA,42,33.48264753,33.51408586
372,Control,27/07/2018,46,d10,373,06/09/2018,3,0,0,0,36.5,NA,NA,0,NA,NA,0,NA,fat analysis,36.5,13.6,NA,41,NA,42,33.48264753,34.36614615
373,Control,27/07/2018,63,f3,374,06/09/2018,3,0,0,0,32.3,NA,NA,0,NA,NA,0,NA,fat analysis,32.3,11.2,7.3,41,3.9,42,33.48264753,33.10894024
374,Control,27/07/2018,74,g2,375,06/09/2018,3,0,0,0,34.7,NA,NA,1,05/10/2018,14/10/2018,1,f,emergence only,34.7,NA,NA,41,NA,42,33.48264753,34.74796519
375,Control,27/07/2018,81,g9,376,06/09/2018,3,0,0,0,33.7,6.01,3.33,1,04/10/2018,14/10/2018,1,f,measurment and emergence,33.7,NA,NA,41,NA,42,33.48264753,34.12682069
376,Control,27/07/2018,87,h3,377,06/09/2018,3,0,0,0,31.8,NA,NA,0,NA,NA,0,NA,fat analysis,31.8,11.3,7.8,41,3.5,42,33.48264753,32.65093785
377,Control,27/07/2018,89,h5,378,06/09/2018,2,0,0,0,36.1,NA,NA,0,NA,NA,0,NA,fat analysis,36.1,13.5,8.8,41,4.7,42,33.48264753,35.94403637
378,Control,27/07/2018,91,h7,379,06/09/2018,3,0,0,0,40.5,NA,NA,0,NA,NA,0,NA,fat analysis,40.5,14.8,9.2,41,5.6,42,33.48264753,37.75210284
393,Control,27/07/2018,2,a2,394,07/09/2018,3,0,0,0,36.5,NA,NA,0,NA,NA,0,NA,fat analysis,36.5,12.8,7.1,42,5.7,42,33.66949391,35.30332367
394,Control,27/07/2018,5,a5,395,07/09/2018,2,0,0,0,36.6,NA,NA,0,NA,NA,0,NA,fat analysis,36.6,12.7,8,42,4.7,42,33.66949391,35.87466435
395,Control,27/07/2018,9,a9,396,07/09/2018,3,0,0,0,36.8,6.08,3.57,1,05/10/2018,17/10/2018,0,f,measurment and emergence,36.8,NA,NA,42,NA,42,33.66949391,34.5835637
396,Control,27/07/2018,11,a11,397,07/09/2018,3,0,0,0,30.9,NA,NA,1,08/10/2018,16/10/2018,0,m,emergence only,30.9,NA,NA,42,NA,42,33.66949391,33.68324645
397,Control,27/07/2018,17,b5,398,07/09/2018,3,0,0,0,32.5,NA,NA,0,NA,NA,0,NA,fat analysis,32.5,10.8,NA,42,NA,42,33.66949391,32.14127236
398,Control,27/07/2018,30,c6,399,07/09/2018,3,0,0,0,36.3,NA,NA,0,NA,NA,0,NA,fat analysis,36.3,13.5,8.1,42,5.4,42,33.66949391,36.1159914
399,Control,27/07/2018,41,d5,400,07/09/2018,3,0,0,0,32.7,5.93,3.52,1,08/10/2018,17/10/2018,0,m,measurment and emergence,32.7,NA,NA,42,NA,42,33.66949391,32.42148784
400,Control,27/07/2018,45,d9,401,07/09/2018,3,0,0,0,33.2,5.89,3.47,1,08/10/2018,16/10/2018,0,f,measurment and emergence,33.2,NA,NA,42,NA,42,33.66949391,33.09878183
401,Control,27/07/2018,52,e4,402,07/09/2018,3,0,0,0,38.5,6.26,3.61,1,08/10/2018,19/10/2018,0,m,measurment and emergence,38.5,NA,NA,42,NA,42,33.66949391,34.38957068
402,Control,27/07/2018,53,e5,403,07/09/2018,3,0,0,0,37.3,NA,NA,1,08/10/2018,17/10/2018,0,m,emergence only,37.3,NA,NA,42,NA,42,33.66949391,35.81924797
403,Control,27/07/2018,56,e8,404,07/09/2018,2,0,0,0,33.3,5.83,3.42,0,NA,NA,0,NA,measurment and emergence,NA,NA,NA,42,NA,42,33.66949391,32.70669864
404,Control,27/07/2018,86,h2,405,07/09/2018,3,0,0,0,33.4,6.04,3.49,1,08/10/2018,14/10/2018,1,m,measurment and emergence,33.4,NA,NA,42,NA,42,33.66949391,33.37073506
405,Control,27/07/2018,88,h4,406,07/09/2018,3,0,0,0,38.7,6.35,3.65,1,08/10/2018,18/10/2018,0,m,measurment and emergence,38.7,NA,NA,42,NA,42,33.66949391,35.38695971
429,Control,27/07/2018,1,a1,430,09/09/2018,3,1,0,0,36.1,NA,NA,0,NA,NA,0,NA,fat analysis,36.1,11.9,7.7,44,4.2,42,34.01910532,33.11458445
430,Control,27/07/2018,10,a10,431,09/09/2018,3,1,0,0,30.6,5.63,3.48,1,10/10/2018,19/10/2018,0,m,measurment and emergence,30.6,NA,NA,44,NA,42,34.01910532,30.60700445
431,Control,27/07/2018,18,b6,432,10/09/2018,3,1,0,0,34.1,NA,NA,0,NA,NA,0,NA,fat analysis,34.1,11.8,7.7,45,4.1,42,34.18187036,35.79325859
432,Control,27/07/2018,22,b10,433,10/09/2018,3,1,0,0,33.7,6.05,3.53,1,08/10/2018,19/10/2018,0,f,measurment and emergence,33.7,NA,NA,45,NA,42,34.18187036,32.59751019
433,Control,27/07/2018,28,c4,434,10/09/2018,3,1,0,0,33,NA,NA,1,08/10/2018,17/10/2018,0,f,emergence only,33,NA,NA,45,NA,42,34.18187036,33.72762319
434,Control,27/07/2018,35,c11,435,10/09/2018,3,1,0,0,32.3,5.93,3.52,1,10/10/2018,22/10/2018,1,m,measurment and emergence,32.3,NA,NA,45,NA,42,34.18187036,32.96484105
435,Control,27/07/2018,38,d2,436,07/09/2018,2,1,0,0,35.8,NA,NA,0,NA,NA,0,NA,fat analysis,35.8,12.8,8.8,42,4,42,33.66949391,32.19483257
436,Control,27/07/2018,44,d8,437,08/09/2018,3,1,0,0,29.2,NA,NA,0,NA,NA,0,NA,fat analysis,29.2,10.2,6.5,43,3.7,42,33.84831317,33.70965656
437,Control,27/07/2018,47,d11,438,08/09/2018,3,1,0,0,32.4,5.76,3.55,1,09/10/2018,18/10/2018,0,m,measurment and emergence,32.4,NA,NA,43,NA,42,33.84831317,32.27862201
438,Control,27/07/2018,48,d12,439,10/09/2018,3,1,0,0,34.8,NA,NA,1,11/10/2018,22/10/2018,1,m,emergence only,34.8,NA,NA,45,NA,42,34.18187036,34.21487992
439,Control,27/07/2018,49,e1,440,10/09/2018,3,1,0,0,33.3,NA,NA,0,NA,NA,0,NA,fat analysis,33.3,11.6,7.6,45,4,42,34.18187036,31.41337817
440,Control,27/07/2018,50,e2,441,08/09/2018,3,1,0,0,32.7,NA,NA,1,09/10/2018,18/10/2018,0,m,emergence only,32.7,NA,NA,43,NA,42,33.84831317,34.46704167
441,Control,27/07/2018,54,e6,442,08/09/2018,3,1,0,0,31.2,NA,NA,1,09/10/2018,17/10/2018,0,m,emergence only,31.2,NA,NA,43,NA,42,33.84831317,34.28440514
442,Control,27/07/2018,58,e10,443,10/09/2018,3,1,0,0,30.1,NA,NA,0,NA,NA,0,NA,fat analysis,30.1,10.5,NA,45,NA,42,34.18187036,34.77497012
443,Control,27/07/2018,59,e11,444,10/09/2018,3,1,0,0,33.2,5.75,3.51,1,10/10/2018,18/10/2018,0,m,measurment and emergence,33.2,NA,NA,45,NA,42,34.18187036,34.78001624
444,Control,27/07/2018,64,f4,445,10/09/2018,3,1,0,0,40.2,6.12,3.81,1,10/10/2018,22/10/2018,1,m,measurment and emergence,40.2,NA,NA,45,NA,42,34.18187036,36.94159976
445,Control,27/07/2018,65,f5,446,08/09/2018,3,1,0,0,36.8,NA,NA,0,NA,NA,0,NA,fat analysis,36.8,14.2,8.1,43,6.1,42,33.84831317,36.4915115
446,Control,27/07/2018,70,f10,447,09/09/2018,2,1,0,0,33.1,NA,NA,0,NA,NA,0,NA,fat analysis,33.1,12.5,7.7,44,4.8,42,34.01910532,34.6216668
447,Control,27/07/2018,71,f11,448,10/09/2018,3,1,0,0,35.3,NA,NA,0,NA,NA,0,NA,fat analysis,35.3,12.5,6.9,45,5.6,42,34.18187036,34.99072603
448,Control,27/07/2018,75,g3,449,10/09/2018,3,1,0,0,31.7,5.67,3.48,1,09/10/2018,18/10/2018,0,f,measurment and emergence,31.7,NA,NA,45,NA,42,34.18187036,33.34205491
449,Control,27/07/2018,78,g6,450,09/09/2018,3,1,0,0,37.2,NA,NA,0,NA,NA,0,NA,fat analysis,37.2,13.6,NA,44,NA,42,34.01910532,34.83415998
450,Control,27/07/2018,79,g7,451,10/09/2018,3,1,0,0,29.1,5.66,3.33,1,10/10/2018,19/10/2018,0,m,measurment and emergence,29.1,NA,NA,45,NA,42,34.18187036,30.18850751
451,Control,27/07/2018,83,g11,452,09/09/2018,3,1,0,0,30.2,NA,NA,1,09/10/2018,17/10/2018,0,m,emergence only,30.2,NA,NA,44,NA,42,34.01910532,33.45863877
452,Control,27/07/2018,93,h9,453,10/09/2018,3,1,0,0,34,6.07,3.34,1,08/10/2018,17/10/2018,0,f,measurment and emergence,34,NA,NA,45,NA,42,34.18187036,32.15099084
488,Control,27/07/2018,13,b1,489,11/09/2018,3,0,0,0,33.7,5.86,3.59,1,14/10/2018,23/10/2018,0,m,measurment and emergence,33.7,NA,NA,46,NA,42,34.33660829,33.5608678
489,Control,27/07/2018,19,b7,490,11/09/2018,3,0,0,0,35,NA,NA,1,11/10/2018,18/10/2018,0,f,emergence only,35,NA,NA,46,NA,42,34.33660829,32.85475122
490,Control,27/07/2018,33,c9,491,11/09/2018,1,0,0,0,28.9,5.76,3.39,1,12/10/2018,22/10/2018,1,m,measurment and emergence,28.9,NA,NA,46,NA,42,34.33660829,32.23183752
491,Control,27/07/2018,37,d1,492,11/09/2018,2,0,0,0,27.1,5.71,3.27,1,12/10/2018,18/10/2018,0,m,measurment and emergence,27.1,NA,NA,46,NA,42,34.33660829,30.29150401
492,Control,27/07/2018,42,d6,493,11/09/2018,3,0,0,0,36.9,NA,NA,1,11/10/2018,22/10/2018,1,f,emergence only,36.9,NA,NA,46,NA,42,34.33660829,35.29779253
493,Control,27/07/2018,51,e3,494,11/09/2018,1,0,0,0,32.1,NA,NA,0,NA,NA,0,NA,fat analysis,32.1,11.8,7.1,46,4.7,42,34.33660829,30.30921128
494,Control,27/07/2018,80,g8,495,11/09/2018,3,0,0,0,33.8,NA,NA,1,10/10/2018,22/10/2018,1,f,emergence only,33.8,NA,NA,46,NA,42,34.33660829,33.54774891
495,Control,27/07/2018,96,h12,496,11/09/2018,3,0,0,0,35.2,NA,NA,0,NA,NA,0,NA,fat analysis,35.2,11.8,7.3,46,4.5,42,34.33660829,34.53259656
507,Control,27/07/2018,25,c1,508,12/09/2018,3,0,0,0,35,NA,NA,1,11/10/2018,22/10/2018,1,f,emergence only,35,NA,NA,47,NA,42,34.48331911,34.75045778
508,Control,27/07/2018,29,c5,509,12/09/2018,3,0,0,0,39.3,NA,NA,0,NA,NA,0,NA,fat analysis,39.3,12.9,6.8,47,6.1,42,34.48331911,35.85728564
509,Control,27/07/2018,57,e9,510,12/09/2018,3,0,0,0,35.8,NA,NA,1,10/10/2018,22/10/2018,1,f,emergence only,35.8,NA,NA,47,NA,42,34.48331911,34.32832653
510,Control,27/07/2018,60,e12,511,12/09/2018,3,0,0,0,34.3,NA,NA,0,NA,NA,0,NA,fat analysis,34.3,13.9,NA,47,NA,42,34.48331911,34.19280897
511,Control,27/07/2018,62,f2,512,12/09/2018,3,0,0,0,34.4,NA,NA,0,NA,NA,0,NA,fat analysis,34.4,15.2,8.9,47,6.3,42,34.48331911,31.92258533
522,Control,27/07/2018,39,d3,523,13/09/2018,2,0,0,0,32.2,NA,NA,0,NA,NA,0,NA,fat analysis,32.2,12.3,8.1,48,4.2,52,34.62200281,34.85398089
523,Control,27/07/2018,66,f6,524,13/09/2018,3,0,0,0,32.2,NA,NA,1,10/10/2018,22/10/2018,1,f,emergence only,32.2,NA,NA,48,NA,52,34.62200281,33.42189972
524,Control,27/07/2018,67,f7,525,13/09/2018,4,0,0,0,34.5,NA,NA,0,NA,NA,0,NA,fat analysis,34.5,15.3,9.5,48,5.8,52,34.62200281,35.61099104
525,Control,27/07/2018,72,f12,526,13/09/2018,3,0,0,0,40.7,NA,NA,0,NA,NA,0,NA,fat analysis,40.7,12.9,8.3,48,4.6,52,34.62200281,37.87468403
526,Control,27/07/2018,76,g4,527,13/09/2018,2,0,0,0,28.7,NA,NA,0,NA,NA,0,NA,fat analysis,28.7,8.7,6.6,48,2.1,52,34.62200281,32.91117747
527,Control,27/07/2018,77,g5,528,13/09/2018,4,0,0,0,36.7,6,3.66,1,14/10/2018,22/10/2018,1,f,measurment and emergence,36.7,NA,NA,48,NA,52,34.62200281,36.9150448
528,Control,27/07/2018,84,g12,529,13/09/2018,3,0,0,0,35.5,5.97,3.57,1,14/10/2018,24/10/2018,0,f,measurment and emergence,35.5,NA,NA,48,NA,52,34.62200281,33.78301738
529,Control,27/07/2018,90,h6,530,13/09/2018,4,0,0,0,32.2,NA,NA,0,NA,NA,0,NA,fat analysis,32.2,12.3,7.9,48,4.4,52,34.62200281,32.40999699
530,Control,27/07/2018,95,h11,531,13/09/2018,2,0,0,0,34.3,NA,NA,1,12/10/2018,24/10/2018,0,f,emergence only,34.3,NA,NA,48,NA,52,34.62200281,34.0615783
539,Control,27/07/2018,15,b3,540,14/09/2018,2,0,0,0,35.5,NA,NA,0,NA,NA,0,NA,fat analysis,35.5,12.5,8.1,49,4.4,52,34.75265941,34.66092514
540,Control,27/07/2018,20,b8,541,14/09/2018,3,0,0,0,33.3,5.78,3.57,1,14/10/2018,22/10/2018,1,f,measurment and emergence,33.3,NA,NA,49,NA,52,34.75265941,32.92521078
541,Control,27/07/2018,23,b11,542,14/09/2018,4,0,0,0,36.8,NA,NA,1,16/10/2018,24/10/2018,0,m,emergence only,36.8,NA,NA,49,NA,52,34.75265941,36.02093207
542,Control,27/07/2018,26,c2,543,14/09/2018,3,0,0,0,33.7,NA,NA,0,NA,NA,0,NA,fat analysis,33.7,6.9,NA,49,NA,52,34.75265941,33.08962624
543,Control,27/07/2018,94,h10,544,14/09/2018,3,0,0,0,35.5,NA,NA,1,14/10/2018,26/10/2018,0,m,emergence only,35.5,NA,NA,49,NA,52,34.75265941,33.84995502
555,Control,27/07/2018,2,a2,556,17/09/2018,4,1,0,0,40.2,NA,NA,0,NA,NA,0,NA,fat analysis,40.2,13.6,8.6,52,5,52,35.09646651,37.16318317
556,Control,27/07/2018,6,a6,557,16/09/2018,4,1,0,0,33.9,NA,NA,0,NA,NA,0,NA,fat analysis,33.9,13.5,8.4,51,5.1,52,34.98989125,33.65572006
557,Control,27/07/2018,7,a7,558,15/09/2018,2,1,0,0,34.6,NA,NA,1,16/10/2018,29/10/2018,1,m,emergence only,34.6,NA,NA,50,NA,52,34.87528889,33.56320654
558,Control,27/07/2018,8,a8,559,17/09/2018,3,1,0,0,36.3,NA,NA,1,16/10/2018,29/10/2018,1,f,emergence only,36.3,NA,NA,52,NA,52,35.09646651,34.83023593
559,Control,27/07/2018,9,a9,560,17/09/2018,4,1,0,0,35.7,6.01,3.5,1,18/10/2018,29/10/2018,1,m,measurment and emergence,35.7,NA,NA,52,NA,52,35.09646651,36.15108929
560,Control,27/07/2018,11,a11,561,17/09/2018,4,1,0,0,39.2,NA,NA,1,17/10/2018,29/10/2018,1,f,emergence only,39.2,NA,NA,52,NA,52,35.09646651,35.47564552
561,Control,27/07/2018,12,a12,562,15/09/2018,4,1,0,0,35.2,6.08,3.57,1,16/10/2018,24/10/2018,0,f,measurment and emergence,35.2,NA,NA,50,NA,52,34.87528889,35.44602201
562,Control,27/07/2018,16,b4,563,16/09/2018,4,1,0,0,38,6.06,3.69,1,18/10/2018,29/10/2018,1,m,measurment and emergence,38,NA,NA,51,NA,52,34.98989125,36.76834703
563,Control,27/07/2018,21,b9,564,15/09/2018,4,1,0,0,36.1,6.21,3.77,1,14/10/2018,29/10/2018,1,f,measurment and emergence,36.1,NA,NA,50,NA,52,34.87528889,35.87665461
564,Control,27/07/2018,27,c3,565,17/09/2018,4,1,0,0,36.7,NA,NA,1,18/10/2018,29/10/2018,1,m,emergence only,36.7,NA,NA,52,NA,52,35.09646651,35.53025889
565,Control,27/07/2018,31,c7,566,16/09/2018,4,1,0,0,38.6,NA,NA,1,16/10/2018,26/10/2018,0,f,emergence only,38.6,NA,NA,51,NA,52,34.98989125,36.89848987
566,Control,27/07/2018,32,c8,567,17/09/2018,4,1,0,0,41.2,6.27,3.76,1,19/10/2018,29/10/2018,1,m,measurment and emergence,41.2,NA,NA,52,NA,52,35.09646651,39.0303116
567,Control,27/07/2018,34,c10,568,17/09/2018,4,1,0,0,38.5,6.2,3.72,1,19/10/2018,29/10/2018,1,m,measurment and emergence,38.5,NA,NA,52,NA,52,35.09646651,35.90885104
568,Control,27/07/2018,36,c12,569,16/09/2018,4,1,0,0,35.3,NA,NA,1,18/10/2018,29/10/2018,1,m,emergence only,35.3,NA,NA,51,NA,52,34.98989125,35.80148818
569,Control,27/07/2018,43,d7,570,16/09/2018,4,1,0,0,37.1,NA,NA,1,18/10/2018,29/10/2018,1,m,emergence only,37.1,NA,NA,51,NA,52,34.98989125,34.93843222
570,Control,27/07/2018,46,d10,571,16/09/2018,4,1,0,0,38.3,NA,NA,0,NA,NA,0,NA,fat analysis,38.3,11.8,7.6,51,4.2,52,34.98989125,36.01632615
571,Control,27/07/2018,53,e5,572,17/09/2018,4,1,0,0,39.7,NA,NA,0,NA,NA,0,NA,fat analysis,39.7,8.4,5.4,52,3,52,35.09646651,37.44011258
572,Control,27/07/2018,55,e7,573,16/09/2018,4,1,0,0,35.6,NA,NA,0,NA,NA,0,NA,fat analysis,35.6,11,7.3,51,3.7,52,34.98989125,36.06689134
573,Control,27/07/2018,61,f1,574,16/09/2018,4,1,0,0,35.6,5.78,3.66,1,16/10/2018,29/10/2018,1,f,measurment and emergence,35.6,NA,NA,51,NA,52,34.98989125,34.05705163
574,Control,27/07/2018,63,f3,575,16/09/2018,4,1,0,0,34.7,6.05,3.59,1,16/10/2018,29/10/2018,1,f,measurment and emergence,34.7,NA,NA,51,NA,52,34.98989125,34.46501084
575,Control,27/07/2018,69,f9,576,15/09/2018,4,1,0,0,33,NA,NA,1,14/10/2018,24/10/2018,0,f,emergence only,33,NA,NA,50,NA,52,34.87528889,35.31290585
576,Control,27/07/2018,73,g1,577,15/09/2018,4,1,0,0,39,NA,NA,0,NA,NA,0,NA,fat analysis,39,15.2,9.6,50,5.6,52,34.87528889,38.48692892
577,Control,27/07/2018,74,g2,578,17/09/2018,4,1,0,0,37.6,NA,NA,0,NA,NA,0,NA,fat analysis,37.6,12.3,NA,52,NA,52,35.09646651,36.13957048
578,Control,27/07/2018,81,g9,579,16/09/2018,4,1,0,0,39.4,6.15,3.52,1,16/10/2018,29/10/2018,1,f,measurment and emergence,39.4,NA,NA,51,NA,52,34.98989125,35.39356088
579,Control,27/07/2018,85,h1,580,16/09/2018,4,1,0,0,35,NA,NA,0,NA,NA,0,NA,fat analysis,35,12.6,8.7,51,3.9,52,34.98989125,33.59719922
580,Control,27/07/2018,87,h3,581,16/09/2018,4,1,0,0,32.7,NA,NA,1,14/10/2018,26/10/2018,0,f,emergence only,32.7,NA,NA,51,NA,52,34.98989125,34.14883523
581,Control,27/07/2018,89,h5,582,16/09/2018,3,1,0,0,38.2,NA,NA,0,NA,NA,0,NA,fat analysis,38.2,11.4,6.8,51,4.6,52,34.98989125,37.26764387
582,Control,27/07/2018,91,h7,583,17/09/2018,4,1,0,0,40.3,NA,NA,0,NA,NA,0,NA,fat analysis,40.3,12.3,8.3,52,4,52,35.09646651,39.49844965
626,Control,27/07/2018,5,a5,627,18/09/2018,4,0,0,0,40.4,NA,NA,0,NA,NA,0,NA,fat analysis,40.4,11.8,7.4,53,4.4,52,35.19501465,37.66159337
